year;ID_Lp;AB_Oc
2003;NA;252
2003;NA;10
2003;NA;6
2003;NA;50
2003;NA;5
2003;NA;18
2003;NA;7
2003;NA;19
2003;NA;7
2003;NA;19
2003;NA;31
2003;NA;8
2003;NA;0
2003;NA;6
2003;NA;7
2003;NA;19
2003;NA;41
2003;NA;24
2003;NA;56
2003;NA;7
2003;NA;72
2003;NA;52
2003;NA;36
2003;NA;16
2003;NA;1
2003;NA;27
2003;NA;40
2003;NA;8
2003;NA;19
2003;NA;0
2003;NA;5
2003;NA;10
2003;NA;5
2003;NA;18
2003;NA;10
2003;NA;4
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;5
2003;NA;33
2003;NA;5
2003;NA;22
2003;NA;1
2003;NA;0
2003;NA;28
2003;NA;0
2003;NA;0
2003;NA;2
2003;NA;14
2003;NA;5
2003;NA;4
2003;NA;6
2003;NA;0
2003;NA;9
2003;NA;13
2003;NA;11
2003;NA;72
2003;NA;8
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;9
2003;NA;22
2003;NA;0
2003;NA;4
2003;NA;0
2003;NA;2
2003;NA;41
2003;NA;22
2003;NA;NA
2003;NA;0
2003;NA;9
2003;NA;2
2003;NA;0
2003;NA;2
2003;NA;1
2003;NA;9
2003;NA;9
2003;NA;21
2003;NA;NA
2003;NA;45
2003;NA;4
2003;NA;9
2003;NA;5
2003;NA;2
2003;NA;0
2003;NA;0
2003;NA;17
2003;NA;30
2003;NA;2
2003;NA;41
2003;NA;6
2003;NA;0
2003;NA;13
2003;NA;2
2003;NA;0
2003;NA;0
2003;NA;1
2003;NA;0
2003;NA;2
2003;NA;3
2003;NA;2
2003;NA;10
2003;NA;7
2003;NA;2
2003;NA;16
2003;NA;0
2003;NA;0
2003;NA;19
2003;NA;19
2003;NA;2
2003;NA;0
2003;NA;19
2003;NA;3
2003;NA;11
2003;NA;88
2003;NA;11
2003;NA;74
2003;NA;0
2003;NA;1
2003;NA;5
2003;NA;8
2003;NA;0
2003;NA;1
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;2
2003;NA;1
2003;38;17
2003;38;1
2003;NA;4
2003;38;15
2003;38;20
2003;38;1
2003;38;0
2003;38;8
2003;38;1
2003;38;0
2003;38;15
2003;27;6
2003;27;7
2003;27;1
2003;27;0
2003;27;1
2003;27;0
2003;27;0
2003;NA;7
2003;NA;7
2003;27;23
2003;27;3
2003;NA;9
2003;NA;0
2003;NA;0
2003;NA;1
2003;NA;1
2003;NA;0
2003;NA;73
2003;NA;7
2003;NA;0
2003;22;21
2003;22;249
2003;22;64
2003;22;4
2003;22;28
2003;22;39
2003;NA;10
2003;NA;13
2003;NA;0
2003;NA;23
2003;NA;0
2003;NA;9
2003;NA;0
2003;NA;6
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;1
2003;NA;47
2003;NA;0
2003;NA;0
2003;22;11
2003;22;56
2003;NA;64
2003;22;13
2003;22;5
2003;NA;0
2003;NA;232
2003;18;11
2003;18;31
2003;18;NA
2003;202;0
2003;18;0
2003;NA;NA
2003;NA;3
2003;NA;2
2003;NA;8
2003;NA;NA
2003;NA;0
2003;NA;2
2003;NA;4
2003;NA;1
2003;NA;4
2003;NA;6
2003;NA;50
2003;NA;3
2003;NA;0
2003;NA;10
2003;NA;1
2003;NA;1
2003;NA;4
2003;NA;20
2003;NA;19
2003;NA;0
2003;NA;8
2003;NA;9
2003;NA;13
2003;NA;5
2003;NA;59
2003;NA;22
2003;NA;3
2003;NA;4
2003;NA;1
2003;NA;0
2003;NA;0
2003;NA;6
2003;NA;0
2003;NA;0
2003;202;0
2003;NA;NA
2003;NA;NA
2003;NA;68
2003;NA;38
2003;NA;17
2003;NA;0
2003;NA;0
2003;NA;3
2003;NA;6
2003;NA;2
2003;NA;0
2003;302;1
2003;302;1
2003;NA;7
2003;NA;1
2003;NA;0
2003;NA;3
2003;NA;0
2003;NA;1
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;3
2003;NA;2
2003;NA;0
2003;NA;0
2003;NA;3
2003;22;0
2003;NA;5
2003;NA;0
2003;NA;3
2003;NA;110
2003;NA;10
2003;NA;4
2003;NA;14
2003;NA;0
2003;NA;43
2003;NA;1
2003;NA;83
2003;NA;24
2003;NA;1
2003;NA;11
2003;NA;36
2003;NA;6
2003;NA;0
2003;NA;0
2003;302;0
2003;302;4
2003;NA;1
2003;NA;0
2003;NA;10
2003;302;1
2003;302;0
2003;302;1
2003;302;6
2003;302;1
2003;NA;5
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;3
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;26
2003;22;84
2003;17;6
2003;NA;0
2003;17;0
2003;17;0
2003;17;1
2003;17;0
2003;17;3
2003;NA;3
2003;NA;0
2003;NA;3
2003;NA;0
2003;NA;63
2003;NA;8
2003;NA;29
2003;NA;0
2003;NA;2
2003;NA;31
2003;NA;0
2003;NA;11
2003;NA;2
2003;NA;21
2003;NA;82
2003;NA;2
2003;NA;1
2003;NA;0
2003;NA;1
2003;202;15
2003;202;0
2003;202;5
2003;202;0
2003;202;0
2003;202;20
2003;NA;6
2003;18;0
2003;202;47
2003;NA;8
2003;NA;1
2003;NA;4
2003;NA;97
2003;NA;0
2003;NA;0
2003;NA;29
2003;NA;0
2003;18;0
2003;202;1
2003;202;0
2003;202;3
2003;202;0
2003;NA;1
2003;NA;3
2003;NA;38
2003;NA;61
2003;NA;2
2003;NA;2
2003;NA;6
2003;NA;15
2003;NA;10
2003;NA;0
2003;NA;35
2003;NA;40
2003;622;0
2003;622;19
2003;622;28
2003;622;6
2003;622;1
2003;622;9
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;1
2003;NA;89
2003;NA;2
2003;NA;15
2003;302;3
2003;302;0
2003;302;0
2003;302;0
2003;302;31
2003;302;0
2003;302;1
2003;302;2
2003;NA;2
2003;NA;20
2003;NA;14
2003;NA;0
2003;NA;0
2003;NA;2
2003;NA;73
2003;74;3
2003;74;5
2003;74;10
2003;74;21
2003;NA;4
2003;NA;5
2003;NA;0
2003;NA;6
2003;NA;37
2003;NA;0
2003;NA;13
2003;NA;NA
2003;NA;NA
2003;NA;7
2003;NA;12
2003;202;1
2003;622;137
2003;622;31
2003;622;7
2003;622;31
2003;622;5
2003;622;19
2003;622;7
2003;622;13
2003;622;69
2003;622;19
2003;NA;0
2003;NA;51
2003;NA;12
2003;622;18
2003;622;6
2003;NA;54
2003;NA;0
2003;NA;5
2003;NA;1
2003;NA;23
2003;NA;12
2003;52;11
2003;52;87
2003;NA;211
2003;NA;410
2003;52;75
2003;52;24
2003;52;227
2003;52;425
2003;52;229
2003;52;126
2003;52;23
2003;NA;53
2003;NA;107
2003;NA;88
2003;NA;46
2003;NA;146
2003;NA;0
2003;NA;0
2003;NA;12
2003;NA;9
2003;NA;3
2003;22;1
2003;22;31
2003;22;10
2003;22;11
2003;22;0
2003;22;1
2003;22;2
2003;22;13
2003;22;0
2003;22;0
2003;22;0
2003;22;0
2003;22;34
2003;22;4
2003;7;6
2003;NA;11
2003;7;62
2003;7;5
2003;7;16
2003;NA;5
2003;NA;6
2003;73;63
2003;73;29
2003;73;15
2003;41;15
2003;NA;65
2003;NA;156
2003;41;141
2003;41;22
2003;73;160
2003;73;53
2003;41;77
2003;NA;67
2003;41;13
2003;53;5
2003;NA;26
2003;53;1
2003;53;36
2003;53;23
2003;41;81
2003;41;98
2003;53;0
2003;41;23
2003;53;47
2003;53;30
2003;53;35
2003;53;66
2003;53;9
2003;53;40
2003;NA;63
2003;NA;8
2003;53;14
2003;53;66
2003;NA;0
2003;NA;26
2003;NA;10
2003;NA;3
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;16
2003;NA;3
2003;NA;0
2003;NA;0
2003;NA;6
2003;NA;0
2003;NA;5
2003;NA;8
2003;NA;18
2003;NA;2
2003;NA;17
2003;NA;0
2003;NA;2
2003;NA;0
2003;NA;2
2003;NA;25
2003;NA;8
2003;72;50
2003;72;1
2003;72;4
2003;72;1
2003;72;0
2003;72;0
2003;72;0
2003;72;5
2003;72;5
2003;72;17
2003;72;4
2003;72;0
2003;72;2
2003;72;8
2003;72;3
2003;72;25
2003;72;0
2003;72;1
2003;72;21
2003;72;7
2003;72;16
2003;72;11
2003;72;62
2003;72;0
2003;72;0
2003;72;19
2003;NA;4
2003;NA;1
2003;NA;8
2003;NA;3
2003;NA;1
2003;NA;12
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;7
2003;NA;17
2003;NA;0
2003;NA;21
2003;NA;1
2003;NA;18
2003;NA;2
2003;NA;1
2003;NA;1
2003;NA;97
2003;NA;0
2003;NA;96
2003;NA;4
2003;NA;2
2003;NA;NA
2003;73;52
2003;73;53
2003;NA;174
2003;NA;0
2003;NA;0
2003;NA;5
2003;41;7
2003;18;0
2003;18;170
2003;18;0
2003;18;0
2003;18;6
2003;18;0
2003;18;0
2003;NA;39
2003;NA;56
2003;NA;1
2003;NA;24
2003;NA;28
2003;NA;9
2003;NA;0
2003;NA;2
2003;NA;1
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;1
2003;NA;0
2003;NA;0
2003;NA;0
2003;NA;27
2003;NA;52
2003;17;20
2003;17;0
2003;NA;22
2003;NA;12
2003;NA;48
2003;NA;20
2003;NA;17
2003;NA;2
2003;NA;0
2003;NA;133
2003;NA;0
2003;NA;0
2003;NA;1
2003;NA;12
2003;NA;6
2003;38;12
2003;72;NA
2003;72;18
2003;72;0
2003;NA;2
2003;NA;5
2003;NA;10
2003;NA;14
2003;NA;12
2003;NA;21
2003;NA;7
2003;NA;0
2003;NA;3
2003;NA;1
2003;NA;0
2003;NA;5
2003;NA;52
2003;NA;4
2003;NA;14
2003;NA;39
2003;NA;7
2003;NA;0
2003;NA;1
2003;NA;0
2003;NA;0
2003;NA;NA
2003;NA;0
2003;NA;0
2003;17;0
2003;NA;6
2003;17;0
2003;17;0
2003;17;1
2003;NA;93
2003;NA;8
2003;NA;3
2003;NA;0
2003;NA;117
2003;NA;0
2003;NA;22
2003;NA;66
2003;NA;0
2003;NA;20
2003;NA;4
2003;22;0
2003;22;2
2003;22;7
2003;22;34
2003;17;0
2003;22;1
2003;22;0
2003;22;0
2003;NA;3
2003;NA;8
2003;NA;1
2003;NA;9
2003;NA;0
2003;NA;1
2003;7;66
2003;7;15
2003;7;0
2003;NA;7
2003;NA;1
2003;NA;7
2003;NA;0
2003;NA;35
2003;NA;55
2003;NA;11
2003;NA;26
2003;22;2
2003;22;0
2003;22;0
2003;22;0
2003;17;0
2003;NA;19
2004;NA;9
2004;NA;0
2004;NA;19
2004;NA;12
2004;NA;0
2004;7;0
2004;7;0
2004;74;64
2004;NA;0
2004;NA;4
2004;NA;0
2004;NA;0
2004;NA;0
2004;7;0
2004;7;3
2004;74;3
2004;74;0
2004;74;16
2004;74;0
2004;74;26
2004;74;2
2004;74;0
2004;NA;9
2004;NA;4
2004;NA;1
2004;NA;6
2004;NA;3
2004;NA;0
2004;NA;15
2004;NA;1
2004;NA;1
2004;NA;2
2004;NA;1
2004;NA;0
2004;NA;1
2004;NA;1
2004;NA;2
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;7
2004;NA;13
2004;NA;0
2004;NA;10
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;8
2004;NA;1
2004;NA;11
2004;NA;0
2004;NA;7
2004;NA;7
2004;NA;0
2004;NA;0
2004;NA;2
2004;74;0
2004;74;5
2004;NA;1
2004;NA;3
2004;74;0
2004;NA;0
2004;NA;1
2004;NA;0
2004;NA;4
2004;NA;0
2004;NA;1
2004;NA;8
2004;NA;33
2004;NA;4
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;1
2004;74;0
2004;74;0
2004;74;0
2004;74;0
2004;74;0
2004;74;4
2004;74;0
2004;NA;5
2004;NA;0
2004;NA;7
2004;NA;0
2004;74;1
2004;74;3
2004;74;1
2004;74;0
2004;74;2
2004;NA;0
2004;74;1
2004;NA;0
2004;NA;0
2004;74;0
2004;7;0
2004;NA;4
2004;74;23
2004;74;5
2004;74;8
2004;74;4
2004;74;2
2004;74;0
2004;NA;16
2004;NA;8
2004;NA;6
2004;NA;0
2004;NA;11
2004;NA;1
2004;NA;4
2004;NA;20
2004;74;9
2004;74;11
2004;74;13
2004;74;18
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;7
2004;NA;2
2004;NA;9
2004;NA;0
2004;NA;1
2004;NA;20
2004;NA;0
2004;202;105
2004;202;0
2004;202;2
2004;202;121
2004;202;0
2004;202;0
2004;202;3
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;8
2004;202;0
2004;202;43
2004;18;0
2004;18;0
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;2
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;0
2004;NA;1
2004;NA;0
2004;NA;15
2004;NA;0
2004;NA;3
2004;74;7
2004;NA;3
2004;NA;1
2004;NA;0
2004;27;0
2004;NA;5
2004;NA;23
2004;NA;39
2004;NA;0
2004;NA;3
2004;NA;4
2004;NA;1
2004;NA;0
2004;NA;2
2004;NA;1
2004;27;0
2004;27;24
2004;NA;83
2004;NA;0
2004;NA;0
2004;7;3
2004;7;14
2004;74;9
2004;74;7
2004;74;4
2004;74;0
2004;74;80
2004;7;0
2004;7;0
2004;7;15
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;3
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;4
2004;NA;1
2004;NA;0
2004;NA;0
2004;74;25
2004;74;1
2004;74;0
2004;74;13
2004;NA;4
2004;NA;0
2004;NA;1
2004;NA;6
2004;52;37
2004;7;0
2004;NA;0
2004;NA;8
2004;NA;0
2004;NA;33
2004;74;2
2004;74;0
2004;74;1
2004;74;1
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;3
2004;NA;12
2004;NA;6
2004;NA;10
2004;NA;30
2004;NA;13
2004;NA;0
2004;NA;21
2004;NA;9
2004;NA;3
2004;NA;1
2004;NA;0
2004;NA;13
2004;NA;23
2004;NA;36
2004;NA;3
2004;NA;9
2004;NA;9
2004;NA;23
2004;NA;1
2004;NA;38
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;13
2004;NA;8
2004;NA;0
2004;NA;5
2004;NA;1
2004;NA;6
2004;NA;0
2004;NA;2
2004;NA;0
2004;NA;2
2004;NA;0
2004;NA;6
2004;NA;21
2004;NA;0
2004;NA;1
2004;NA;4
2004;NA;67
2004;NA;14
2004;NA;27
2004;NA;52
2004;NA;0
2004;NA;73
2004;NA;117
2004;NA;0
2004;NA;64
2004;NA;7
2004;NA;26
2004;NA;24
2004;NA;0
2004;NA;8
2004;NA;26
2004;NA;0
2004;NA;26
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;53
2004;NA;6
2004;NA;2
2004;NA;6
2004;NA;53
2004;NA;18
2004;NA;54
2004;NA;6
2004;NA;4
2004;NA;5
2004;NA;2
2004;NA;36
2004;NA;21
2004;NA;31
2004;NA;24
2004;NA;1
2004;NA;13
2004;NA;2
2004;NA;4
2004;NA;18
2004;NA;9
2004;NA;7
2004;NA;94
2004;NA;3
2004;NA;2
2004;NA;13
2004;NA;23
2004;NA;0
2004;NA;13
2004;NA;5
2004;NA;18
2004;NA;1
2004;NA;3
2004;NA;7
2004;NA;5
2004;NA;10
2004;NA;11
2004;NA;0
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;4
2004;NA;1
2004;NA;2
2004;NA;3
2004;NA;2
2004;NA;0
2004;NA;1
2004;NA;1
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;4
2004;NA;6
2004;NA;18
2004;NA;0
2004;NA;1
2004;NA;7
2004;NA;33
2004;NA;0
2004;NA;0
2004;NA;19
2004;NA;2
2004;NA;0
2004;NA;0
2004;NA;19
2004;NA;1
2004;NA;21
2004;NA;0
2004;NA;1
2004;NA;4
2004;NA;11
2004;NA;0
2004;NA;2
2004;NA;6
2004;NA;16
2004;NA;2
2004;NA;1
2004;NA;4
2004;NA;0
2004;NA;3
2004;NA;7
2004;NA;1
2004;NA;0
2004;NA;NA
2004;NA;0
2004;NA;1
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;4
2004;NA;0
2004;NA;40
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;2
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;2
2004;NA;19
2004;NA;9
2004;NA;4
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;0
2004;NA;2
2004;NA;2
2004;NA;16
2004;NA;9
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;3
2004;NA;2
2004;NA;0
2004;NA;1
2004;NA;1
2004;NA;11
2004;NA;0
2004;NA;1
2004;NA;4
2004;NA;28
2004;NA;2
2004;NA;0
2004;NA;0
2004;NA;18
2004;NA;1
2004;NA;11
2004;NA;1
2004;NA;4
2004;NA;6
2004;NA;0
2004;NA;33
2004;NA;27
2004;NA;14
2004;NA;5
2004;NA;1
2004;NA;6
2004;NA;4
2004;NA;0
2004;NA;5
2004;NA;0
2004;NA;1
2004;NA;35
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;2
2004;38;11
2004;38;4
2004;NA;0
2004;38;56
2004;38;1
2004;38;5
2004;38;1
2004;38;0
2004;38;0
2004;38;12
2004;38;0
2004;27;1
2004;27;1
2004;27;0
2004;27;0
2004;27;1
2004;27;1
2004;27;0
2004;NA;10
2004;NA;21
2004;27;36
2004;27;10
2004;NA;0
2004;NA;0
2004;NA;2
2004;NA;27
2004;NA;5
2004;NA;9
2004;NA;24
2004;NA;3
2004;NA;0
2004;22;0
2004;22;0
2004;22;1
2004;22;3
2004;22;0
2004;22;0
2004;NA;0
2004;NA;9
2004;NA;0
2004;NA;2
2004;NA;0
2004;NA;56
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;6
2004;NA;0
2004;NA;5
2004;22;0
2004;22;0
2004;NA;1
2004;22;2
2004;22;0
2004;NA;0
2004;NA;0
2004;18;0
2004;18;55
2004;18;0
2004;202;0
2004;18;0
2004;NA;NA
2004;NA;1
2004;NA;5
2004;NA;3
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;0
2004;NA;5
2004;NA;5
2004;NA;1
2004;NA;2
2004;NA;0
2004;NA;6
2004;NA;8
2004;NA;0
2004;NA;3
2004;NA;4
2004;NA;0
2004;NA;8
2004;NA;0
2004;NA;3
2004;NA;4
2004;NA;14
2004;NA;0
2004;NA;16
2004;NA;4
2004;NA;7
2004;NA;0
2004;NA;4
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;1
2004;202;0
2004;NA;NA
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;3
2004;NA;8
2004;NA;0
2004;NA;2
2004;NA;3
2004;NA;0
2004;NA;0
2004;302;1
2004;302;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;23
2004;NA;0
2004;22;0
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;12
2004;NA;5
2004;NA;1
2004;NA;0
2004;NA;1
2004;NA;67
2004;NA;1
2004;NA;37
2004;NA;1
2004;NA;1
2004;NA;1
2004;NA;0
2004;NA;8
2004;302;0
2004;302;0
2004;NA;1
2004;NA;2
2004;NA;0
2004;302;0
2004;302;NA
2004;302;NA
2004;302;19
2004;302;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;9
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;22;1
2004;17;16
2004;NA;0
2004;17;0
2004;17;0
2004;17;0
2004;17;0
2004;17;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;2
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;15
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;202;0
2004;202;0
2004;202;113
2004;202;26
2004;202;0
2004;202;0
2004;NA;0
2004;18;0
2004;202;121
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;6
2004;NA;0
2004;NA;5
2004;18;2
2004;202;1
2004;202;0
2004;202;4
2004;202;0
2004;NA;5
2004;NA;28
2004;NA;0
2004;NA;4
2004;NA;7
2004;NA;0
2004;NA;3
2004;NA;2
2004;NA;0
2004;NA;2
2004;NA;0
2004;NA;23
2004;622;45
2004;622;11
2004;622;0
2004;622;3
2004;622;0
2004;622;29
2004;NA;0
2004;NA;0
2004;NA;9
2004;NA;0
2004;NA;0
2004;NA;10
2004;NA;31
2004;302;2
2004;302;0
2004;302;0
2004;302;0
2004;302;36
2004;302;0
2004;302;0
2004;302;0
2004;NA;0
2004;NA;0
2004;NA;21
2004;NA;0
2004;NA;0
2004;NA;4
2004;NA;0
2004;74;5
2004;74;4
2004;74;16
2004;74;0
2004;NA;2
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;5
2004;NA;0
2004;NA;3
2004;NA;NA
2004;NA;NA
2004;NA;18
2004;NA;18
2004;202;0
2004;622;0
2004;622;2
2004;622;0
2004;622;0
2004;622;10
2004;622;40
2004;622;1
2004;622;19
2004;622;8
2004;622;3
2004;NA;0
2004;NA;3
2004;NA;0
2004;622;1
2004;622;2
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;150
2004;NA;0
2004;52;1
2004;52;3
2004;NA;10
2004;NA;153
2004;52;0
2004;52;50
2004;52;41
2004;52;246
2004;52;1
2004;52;48
2004;52;273
2004;NA;100
2004;NA;26
2004;NA;3
2004;NA;3
2004;NA;5
2004;NA;0
2004;NA;0
2004;NA;3
2004;NA;17
2004;NA;4
2004;22;5
2004;22;11
2004;22;10
2004;22;50
2004;22;0
2004;22;0
2004;22;2
2004;22;0
2004;22;0
2004;22;0
2004;22;0
2004;22;0
2004;22;0
2004;22;0
2004;7;10
2004;NA;5
2004;7;3
2004;7;4
2004;7;103
2004;NA;9
2004;NA;18
2004;73;16
2004;73;6
2004;73;3
2004;41;25
2004;NA;17
2004;NA;0
2004;41;155
2004;41;68
2004;73;11
2004;73;69
2004;41;8
2004;NA;10
2004;41;55
2004;53;0
2004;NA;0
2004;53;74
2004;53;6
2004;53;33
2004;41;5
2004;41;30
2004;53;1
2004;41;3
2004;53;87
2004;53;17
2004;53;18
2004;53;8
2004;53;49
2004;53;36
2004;NA;18
2004;NA;16
2004;53;7
2004;53;111
2004;NA;12
2004;NA;0
2004;NA;17
2004;NA;0
2004;NA;7
2004;NA;0
2004;NA;0
2004;NA;12
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;7
2004;NA;4
2004;NA;5
2004;NA;15
2004;NA;49
2004;NA;31
2004;NA;19
2004;NA;0
2004;NA;25
2004;NA;51
2004;NA;22
2004;72;16
2004;72;0
2004;72;0
2004;72;40
2004;72;0
2004;72;1
2004;72;0
2004;72;1
2004;72;0
2004;72;22
2004;72;0
2004;72;4
2004;72;3
2004;72;2
2004;72;2
2004;72;14
2004;72;0
2004;72;1
2004;72;3
2004;72;1
2004;72;6
2004;72;0
2004;72;10
2004;72;0
2004;72;21
2004;72;0
2004;NA;0
2004;NA;0
2004;NA;5
2004;NA;3
2004;NA;0
2004;NA;31
2004;NA;6
2004;NA;0
2004;NA;19
2004;NA;3
2004;NA;16
2004;NA;5
2004;NA;17
2004;NA;34
2004;NA;2
2004;NA;2
2004;NA;23
2004;NA;8
2004;NA;94
2004;NA;0
2004;NA;179
2004;NA;3
2004;NA;0
2004;NA;20
2004;73;175
2004;73;29
2004;NA;41
2004;NA;0
2004;NA;0
2004;NA;0
2004;41;3
2004;18;0
2004;18;0
2004;18;7
2004;18;0
2004;18;0
2004;18;0
2004;18;0
2004;NA;56
2004;NA;36
2004;NA;19
2004;NA;13
2004;NA;0
2004;NA;1
2004;NA;6
2004;NA;49
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;3
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;85
2004;NA;112
2004;17;25
2004;17;0
2004;NA;15
2004;NA;0
2004;NA;4
2004;NA;12
2004;NA;43
2004;NA;0
2004;NA;0
2004;NA;2
2004;NA;0
2004;NA;0
2004;NA;4
2004;NA;3
2004;NA;11
2004;38;0
2004;72;0
2004;72;13
2004;72;9
2004;NA;0
2004;NA;0
2004;NA;2
2004;NA;3
2004;NA;1
2004;NA;32
2004;NA;1
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;5
2004;NA;11
2004;NA;32
2004;NA;14
2004;NA;1
2004;NA;37
2004;NA;6
2004;NA;0
2004;NA;0
2004;NA;0
2004;NA;1
2004;NA;NA
2004;NA;0
2004;NA;0
2004;17;0
2004;NA;0
2004;17;0
2004;17;0
2004;17;36
2004;NA;18
2004;NA;11
2004;NA;3
2004;NA;11
2004;NA;27
2004;NA;0
2004;NA;3
2004;NA;21
2004;NA;0
2004;NA;0
2004;NA;71
2004;22;0
2004;22;0
2004;22;0
2004;22;1
2004;17;0
2004;22;0
2004;22;0
2004;22;0
2004;NA;8
2004;NA;0
2004;NA;16
2004;NA;5
2004;NA;0
2004;NA;2
2004;7;3
2004;7;7
2004;7;0
2004;NA;0
2004;NA;29
2004;NA;0
2004;NA;0
2004;NA;3
2004;NA;4
2004;NA;5
2004;NA;50
2004;22;3
2004;22;0
2004;22;6
2004;22;0
2004;17;0
2004;NA;93
